,Region,Country,City,Month,AvgTemperature_C
1092,Europe,Italy,Milan,1,1.9849241797628896
1093,Europe,Italy,Milan,2,3.9038141551934653
1094,Europe,Italy,Milan,3,8.358924731182796
1095,Europe,Italy,Milan,4,12.512048433048433
1096,Europe,Italy,Milan,5,16.892954461906076
1097,Europe,Italy,Milan,6,21.215879629629626
1098,Europe,Italy,Milan,7,23.299498207885307
1099,Europe,Italy,Milan,8,22.678623058542414
1100,Europe,Italy,Milan,9,18.09150925925926
1101,Europe,Italy,Milan,10,13.038497610513739
1102,Europe,Italy,Milan,11,7.287361111111111
1103,Europe,Italy,Milan,12,2.628296192405589
1104,Europe,Italy,Rome,1,8.309547835676868
1105,Europe,Italy,Rome,2,8.854639804639802
1106,Europe,Italy,Rome,3,11.048439481665289
1107,Europe,Italy,Rome,4,13.88108547008547
1108,Europe,Italy,Rome,5,17.832048295193456
1109,Europe,Italy,Rome,6,22.027012345679008
1110,Europe,Italy,Rome,7,24.449247311827957
1111,Europe,Italy,Rome,8,24.689892473118274
1112,Europe,Italy,Rome,9,20.974608024691353
1113,Europe,Italy,Rome,10,17.340931899641575
1114,Europe,Italy,Rome,11,13.104364197530865
1115,Europe,Italy,Rome,12,9.370862292867903
1116,Europe,Latvia,Riga,1,-2.7370967741935486
1117,Europe,Latvia,Riga,2,-2.2223940044629695
1118,Europe,Latvia,Riga,3,0.903876481940998
1119,Europe,Latvia,Riga,4,6.787612535612535
1120,Europe,Latvia,Riga,5,12.328930934656741
1121,Europe,Latvia,Riga,6,16.193198201825012
1122,Europe,Latvia,Riga,7,18.907482078853043
1123,Europe,Latvia,Riga,8,17.802750896057347
1124,Europe,Latvia,Riga,9,12.948126543209877
1125,Europe,Latvia,Riga,10,7.30021505376344
1126,Europe,Latvia,Riga,11,2.824888888888889
1127,Europe,Latvia,Riga,12,-0.7970600228559557
1128,Europe,Macedonia,Skopje,1,0.3680135097877033
1129,Europe,Macedonia,Skopje,2,3.401119531809187
1130,Europe,Macedonia,Skopje,3,7.745456299972429
1131,Europe,Macedonia,Skopje,4,12.367698005698006
1132,Europe,Macedonia,Skopje,5,17.307920457678524
1133,Europe,Macedonia,Skopje,6,21.780280864197533
1134,Europe,Macedonia,Skopje,7,24.26602150537634
1135,Europe,Macedonia,Skopje,8,24.13150836320191
1136,Europe,Macedonia,Skopje,9,18.755663580246914
1137,Europe,Macedonia,Skopje,10,12.918769414575866
1138,Europe,Macedonia,Skopje,11,7.0303703703703695
1139,Europe,Macedonia,Skopje,12,1.7787307152875174
1140,Europe,Norway,Oslo,1,-4.442177495940937
1141,Europe,Norway,Oslo,2,-3.6788874971346237
1142,Europe,Norway,Oslo,3,-0.49065649603284023
1143,Europe,Norway,Oslo,4,4.765693257359923
1144,Europe,Norway,Oslo,5,10.141634040988878
1145,Europe,Norway,Oslo,6,14.197700854700853
1146,Europe,Norway,Oslo,7,16.678728977116073
1147,Europe,Norway,Oslo,8,15.29524951750758
1148,Europe,Norway,Oslo,9,11.005766381766383
1149,Europe,Norway,Oslo,10,5.337468982630272
1150,Europe,Norway,Oslo,11,0.4577891737891738
1151,Europe,Norway,Oslo,12,-3.8200908744001314
1152,Europe,Poland,Warsaw,1,-1.808196856906534
1153,Europe,Poland,Warsaw,2,-0.15083912256326049
1154,Europe,Poland,Warsaw,3,3.2589302453818587
1155,Europe,Poland,Warsaw,4,9.355361823361823
1156,Europe,Poland,Warsaw,5,14.555387142725852
1157,Europe,Poland,Warsaw,6,17.87384259259259
1158,Europe,Poland,Warsaw,7,19.767670250896053
1159,Europe,Poland,Warsaw,8,19.129181600955796
1160,Europe,Poland,Warsaw,9,14.045456790123458
1161,Europe,Poland,Warsaw,10,8.855627240143368
1162,Europe,Poland,Warsaw,11,4.028953703703704
1163,Europe,Poland,Warsaw,12,-0.15260778660848787
1164,Europe,Portugal,Lisbon,1,11.37519621358331
1165,Europe,Portugal,Lisbon,2,12.071815502505157
1166,Europe,Portugal,Lisbon,3,14.052831541218639
1167,Europe,Portugal,Lisbon,4,15.586982905982904
1168,Europe,Portugal,Lisbon,5,18.066502619244556
1169,Europe,Portugal,Lisbon,6,20.944762345679013
1170,Europe,Portugal,Lisbon,7,22.44564814814814
1171,Europe,Portugal,Lisbon,8,23.129354838709673
1172,Europe,Portugal,Lisbon,9,21.59202777777778
1173,Europe,Portugal,Lisbon,10,18.807290919952205
1174,Europe,Portugal,Lisbon,11,14.388482555018788
1175,Europe,Portugal,Lisbon,12,11.958253597215728
1176,Europe,Romania,Bucharest,1,-1.5326357871519158
1177,Europe,Romania,Bucharest,2,1.4074257925982065
1178,Europe,Romania,Bucharest,3,6.216719051557761
1179,Europe,Romania,Bucharest,4,11.984321937321937
1180,Europe,Romania,Bucharest,5,17.49468775847808
1181,Europe,Romania,Bucharest,6,21.51247222222223
1182,Europe,Romania,Bucharest,7,23.46659498207885
1183,Europe,Romania,Bucharest,8,23.22678315412187
1184,Europe,Romania,Bucharest,9,17.707299382716045
1185,Europe,Romania,Bucharest,10,11.561720430107524
1186,Europe,Romania,Bucharest,11,6.094604938271605
1187,Europe,Romania,Bucharest,12,0.2828262168199055
1188,Europe,Russia,Moscow,1,-7.214196305486628
1189,Europe,Russia,Moscow,2,-6.339643804471392
1190,Europe,Russia,Moscow,3,-1.429972429004687
1191,Europe,Russia,Moscow,4,6.492541310541312
1192,Europe,Russia,Moscow,5,13.431494577704251
1193,Europe,Russia,Moscow,6,16.945444444444444
1194,Europe,Russia,Moscow,7,19.4947670250896
1195,Europe,Russia,Moscow,8,17.45325268817204
1196,Europe,Russia,Moscow,9,11.569314814814817
1197,Europe,Russia,Moscow,10,5.316200716845877
1198,Europe,Russia,Moscow,11,-0.894317901234568
1199,Europe,Russia,Moscow,12,-5.024406654199782
1200,Europe,Russia,Yerevan,1,-1.7544056152927117
1201,Europe,Russia,Yerevan,2,0.6948967645806726
1202,Europe,Russia,Yerevan,3,6.4816806053365195
1203,Europe,Russia,Yerevan,4,12.90020576131687
1204,Europe,Russia,Yerevan,5,18.0628733572282
1205,Europe,Russia,Yerevan,6,22.842412551440326
1206,Europe,Russia,Yerevan,7,26.854042214257262
1207,Europe,Russia,Yerevan,8,26.864794902429313
1208,Europe,Russia,Yerevan,9,20.73389917695473
1209,Europe,Russia,Yerevan,10,13.698775388291518
1210,Europe,Russia,Yerevan,11,6.0321428571428575
1211,Europe,Russia,Yerevan,12,0.4296274961597543
1212,Europe,Serbia-Montenegro,Pristina,1,-0.9905416168857031
1213,Europe,Serbia-Montenegro,Pristina,2,1.3469348659003832
1214,Europe,Serbia-Montenegro,Pristina,3,5.391059338908803
1215,Europe,Serbia-Montenegro,Pristina,4,9.939753086419753
1216,Europe,Serbia-Montenegro,Pristina,5,15.783353245718835
1217,Europe,Serbia-Montenegro,Pristina,6,19.841666666666665
1218,Europe,Serbia-Montenegro,Pristina,7,21.6364247311828
1219,Europe,Serbia-Montenegro,Pristina,8,21.28673835125448
1220,Europe,Serbia-Montenegro,Pristina,9,15.668878600823044
1221,Europe,Serbia-Montenegro,Pristina,10,11.085747710075667
1222,Europe,Serbia-Montenegro,Pristina,11,5.529912551440329
1223,Europe,Serbia-Montenegro,Pristina,12,0.22247823860727087
1224,Europe,Slovakia,Bratislava,1,-0.06810311552247036
1225,Europe,Slovakia,Bratislava,2,2.243609111195318
1226,Europe,Slovakia,Bratislava,3,6.1363716570168165
1227,Europe,Slovakia,Bratislava,4,11.733236467236468
1228,Europe,Slovakia,Bratislava,5,16.222724473853507
1229,Europe,Slovakia,Bratislava,6,20.060947530864198
1230,Europe,Slovakia,Bratislava,7,21.79060931899642
1231,Europe,Slovakia,Bratislava,8,21.287822580645166
1232,Europe,Slovakia,Bratislava,9,16.19799074074074
1233,Europe,Slovakia,Bratislava,10,10.95032258064516
1234,Europe,Slovakia,Bratislava,11,5.902725308641975
1235,Europe,Slovakia,Bratislava,12,1.0608513843436707
1236,Europe,Spain,Barcelona,1,9.567441411634961
1237,Europe,Spain,Barcelona,2,10.2343177129384
1238,Europe,Spain,Barcelona,3,12.240727874276262
1239,Europe,Spain,Barcelona,4,14.52225925925926
1240,Europe,Spain,Barcelona,5,17.726630594614466
1241,Europe,Spain,Barcelona,6,21.78942283950617
1242,Europe,Spain,Barcelona,7,24.490322580645163
1243,Europe,Spain,Barcelona,8,24.895167264038232
1244,Europe,Spain,Barcelona,9,21.904219135802467
1245,Europe,Spain,Barcelona,10,18.391326164874553
1246,Europe,Spain,Barcelona,11,13.0953024691358
1247,Europe,Spain,Barcelona,12,10.099910394265232
1248,Europe,Spain,Bilbao,1,9.507231872070582
1249,Europe,Spain,Bilbao,2,9.65204328238811
1250,Europe,Spain,Bilbao,3,11.789283154121863
1251,Europe,Spain,Bilbao,4,13.443037037037039
1252,Europe,Spain,Bilbao,5,16.261353735869864
1253,Europe,Spain,Bilbao,6,19.309311728395066
1254,Europe,Spain,Bilbao,7,21.159784946236556
1255,Europe,Spain,Bilbao,8,21.57223715651135
1256,Europe,Spain,Bilbao,9,19.54086111111111
1257,Europe,Spain,Bilbao,10,16.974408602150536
1258,Europe,Spain,Bilbao,11,12.173108024691356
1259,Europe,Spain,Bilbao,12,10.022558568386058
1260,Europe,Spain,Madrid,1,5.682373862696443
1261,Europe,Spain,Madrid,2,7.128795419140247
1262,Europe,Spain,Madrid,3,10.338453267162944
1263,Europe,Spain,Madrid,4,13.110324786324787
1264,Europe,Spain,Madrid,5,17.26172778237294
1265,Europe,Spain,Madrid,6,23.055317901234563
1266,Europe,Spain,Madrid,7,26.176272401433696
1267,Europe,Spain,Madrid,8,25.65443249701314
1268,Europe,Spain,Madrid,9,20.890117283950612
1269,Europe,Spain,Madrid,10,15.349677419354839
1270,Europe,Spain,Madrid,11,9.285604938271604
1271,Europe,Spain,Madrid,12,5.945928653056984
1272,Europe,Sweden,Stockholm,1,-1.5615164047422114
1273,Europe,Sweden,Stockholm,2,-1.2687701570460188
1274,Europe,Sweden,Stockholm,3,1.175787151916184
1275,Europe,Sweden,Stockholm,4,6.103353276353276
1276,Europe,Sweden,Stockholm,5,11.21709907177649
1277,Europe,Sweden,Stockholm,6,15.657814814814815
1278,Europe,Sweden,Stockholm,7,18.56336917562724
1279,Europe,Sweden,Stockholm,8,17.594100955794506
1280,Europe,Sweden,Stockholm,9,12.944006172839504
1281,Europe,Sweden,Stockholm,10,7.483646953405017
1282,Europe,Sweden,Stockholm,11,3.289206790123457
1283,Europe,Sweden,Stockholm,12,-0.04710170900212976
1284,Europe,Switzerland,Bern,1,0.49496277915632764
1285,Europe,Switzerland,Bern,2,1.894078565113048
1286,Europe,Switzerland,Bern,3,5.761080783016267
1287,Europe,Switzerland,Bern,4,9.724034188034187
1288,Europe,Switzerland,Bern,5,14.113358057323694
1289,Europe,Switzerland,Bern,6,18.064077160493824
1290,Europe,Switzerland,Bern,7,19.629471326164875
1291,Europe,Switzerland,Bern,8,19.025185185185183
1292,Europe,Switzerland,Bern,9,14.654645061728393
1293,Europe,Switzerland,Bern,10,10.292497013142176
1294,Europe,Switzerland,Bern,11,4.586938808373591
1295,Europe,Switzerland,Bern,12,0.9598196385103406
1296,Europe,Switzerland,Geneva,1,2.1503639371381302
1297,Europe,Switzerland,Geneva,2,3.2097073807418637
1298,Europe,Switzerland,Geneva,3,6.708580093741384
1299,Europe,Switzerland,Geneva,4,10.723202279202278
1300,Europe,Switzerland,Geneva,5,14.685916046319269
1301,Europe,Switzerland,Geneva,6,18.771432098765434
1302,Europe,Switzerland,Geneva,7,20.608028673835125
1303,Europe,Switzerland,Geneva,8,19.900104540023893
1304,Europe,Switzerland,Geneva,9,15.741969135802469
1305,Europe,Switzerland,Geneva,10,11.523369175627241
1306,Europe,Switzerland,Geneva,11,5.974867283950618
1307,Europe,Switzerland,Geneva,12,2.7938079840008303
1308,Europe,Switzerland,Zurich,1,0.9022249793217535
1309,Europe,Switzerland,Zurich,2,2.0791078270388614
1310,Europe,Switzerland,Zurich,3,5.625282602701957
1311,Europe,Switzerland,Zurich,4,9.833259259259258
1312,Europe,Switzerland,Zurich,5,13.700521311580216
1313,Europe,Switzerland,Zurich,6,17.363225308641972
1314,Europe,Switzerland,Zurich,7,18.903942652329746
1315,Europe,Switzerland,Zurich,8,18.467243130227
1316,Europe,Switzerland,Zurich,9,14.318975308641974
1317,Europe,Switzerland,Zurich,10,10.330403225806451
1318,Europe,Switzerland,Zurich,11,4.916771604938273
1319,Europe,Switzerland,Zurich,12,1.6848561113708376
1320,Europe,The Netherlands,Amsterdam,1,3.8198952302178113
1321,Europe,The Netherlands,Amsterdam,2,4.39374805271357
1322,Europe,The Netherlands,Amsterdam,3,6.415205403915082
1323,Europe,The Netherlands,Amsterdam,4,9.899760683760682
1324,Europe,The Netherlands,Amsterdam,5,13.387347900009193
1325,Europe,The Netherlands,Amsterdam,6,16.074203703703702
1326,Europe,The Netherlands,Amsterdam,7,18.117921146953407
1327,Europe,The Netherlands,Amsterdam,8,18.050095579450417
1328,Europe,The Netherlands,Amsterdam,9,15.251987654320986
1329,Europe,The Netherlands,Amsterdam,10,11.61448028673835
1330,Europe,The Netherlands,Amsterdam,11,7.454518518518517
1331,Europe,The Netherlands,Amsterdam,12,4.515830995792426
1332,Europe,Ukraine,Kiev,1,-3.6328205128205124
1333,Europe,Ukraine,Kiev,2,-2.0897629573491643
1334,Europe,Ukraine,Kiev,3,2.4499917287014066
1335,Europe,Ukraine,Kiev,4,10.065415954415954
1336,Europe,Ukraine,Kiev,5,16.087741016450696
1337,Europe,Ukraine,Kiev,6,19.58155864197531
1338,Europe,Ukraine,Kiev,7,21.35254480286738
1339,Europe,Ukraine,Kiev,8,20.35195937873357
1340,Europe,Ukraine,Kiev,9,14.544895061728393
1341,Europe,Ukraine,Kiev,10,8.349390681003584
1342,Europe,Ukraine,Kiev,11,2.931037037037037
1343,Europe,Ukraine,Kiev,12,-1.7838744740532957
1344,Europe,United Kingdom,Belfast,1,5.5550951199338305
1345,Europe,United Kingdom,Belfast,2,5.874592227695675
1346,Europe,United Kingdom,Belfast,3,6.99910669975186
1347,Europe,United Kingdom,Belfast,4,9.124019943019944
1348,Europe,United Kingdom,Belfast,5,11.887432910578069
1349,Europe,United Kingdom,Belfast,6,14.49575
1350,Europe,United Kingdom,Belfast,7,16.044086021505375
1351,Europe,United Kingdom,Belfast,8,15.803912783751496
1352,Europe,United Kingdom,Belfast,9,13.920435185185182
1353,Europe,United Kingdom,Belfast,10,11.053978494623653
1354,Europe,United Kingdom,Belfast,11,7.822820987654321
1355,Europe,United Kingdom,Belfast,12,5.792294685990338
1356,Europe,United Kingdom,London,1,5.66993658671078
1357,Europe,United Kingdom,London,2,6.04079238768894
1358,Europe,United Kingdom,London,3,7.64473393989523
1359,Europe,United Kingdom,London,4,10.307863247863246
1360,Europe,United Kingdom,London,5,13.444204576785225
1361,Europe,United Kingdom,London,6,16.58128086419753
1362,Europe,United Kingdom,London,7,18.714982078853044
1363,Europe,United Kingdom,London,8,18.337422341696534
1364,Europe,United Kingdom,London,9,15.676398148148147
1365,Europe,United Kingdom,London,10,12.347240143369174
1366,Europe,United Kingdom,London,11,8.382287037037036
1367,Europe,United Kingdom,London,12,6.061581346423562
1368,Europe,Yugoslavia,Belgrade,1,0.9201378549765648
1369,Europe,Yugoslavia,Belgrade,2,3.369768009768009
1370,Europe,Yugoslavia,Belgrade,3,7.575359801488835
1371,Europe,Yugoslavia,Belgrade,4,12.98214245014245
1372,Europe,Yugoslavia,Belgrade,5,17.69370715007812
1373,Europe,Yugoslavia,Belgrade,6,21.354182098765435
1374,Europe,Yugoslavia,Belgrade,7,23.118709677419357
1375,Europe,Yugoslavia,Belgrade,8,23.05074671445639
1376,Europe,Yugoslavia,Belgrade,9,17.855759259259262
1377,Europe,Yugoslavia,Belgrade,10,12.858494623655915
1378,Europe,Yugoslavia,Belgrade,11,7.655962962962963
1379,Europe,Yugoslavia,Belgrade,12,2.1990194015895277
1380,Asia,Bahrain,Manama,1,17.658282326992
1381,Asia,Bahrain,Manama,2,18.655980800808386
1382,Asia,Bahrain,Manama,3,21.675561069754615
1383,Asia,Bahrain,Manama,4,26.25417948717948
1384,Asia,Bahrain,Manama,5,31.500838847532393
1385,Asia,Bahrain,Manama,6,34.24016975308642
1386,Asia,Bahrain,Manama,7,35.41921146953404
1387,Asia,Bahrain,Manama,8,35.35130824372759
1388,Asia,Bahrain,Manama,9,33.414537037037036
1389,Asia,Bahrain,Manama,10,30.072401433691756
1390,Asia,Bahrain,Manama,11,24.581891975308643
1391,Asia,Bahrain,Manama,12,19.75370902810244
1392,Asia,Israel,Tel Aviv,1,14.176235473009664
1393,Asia,Israel,Tel Aviv,2,14.714039823522583
1394,Asia,Israel,Tel Aviv,3,16.43198005698006
1395,Asia,Israel,Tel Aviv,4,18.93441638608305
1396,Asia,Israel,Tel Aviv,5,21.861726236726234
1397,Asia,Israel,Tel Aviv,6,24.964727402227403
1398,Asia,Israel,Tel Aviv,7,27.191242449306966
1399,Asia,Israel,Tel Aviv,8,27.981232228544062
1400,Asia,Israel,Tel Aviv,9,26.82583239805462
1401,Asia,Israel,Tel Aviv,10,23.98988993881467
1402,Asia,Israel,Tel Aviv,11,20.2137284885896
1403,Asia,Israel,Tel Aviv,12,16.10228630389921
1404,Asia,Jordan,Amman,1,8.373537358698647
1405,Asia,Jordan,Amman,2,9.752172540103574
1406,Asia,Jordan,Amman,3,12.839925558312654
1407,Asia,Jordan,Amman,4,17.060142450142447
1408,Asia,Jordan,Amman,5,21.964631237937688
1409,Asia,Jordan,Amman,6,24.979611111111108
1410,Asia,Jordan,Amman,7,26.84336917562724
1411,Asia,Jordan,Amman,8,26.57204002389486
1412,Asia,Jordan,Amman,9,24.36191666666667
1413,Asia,Jordan,Amman,10,20.745304659498206
1414,Asia,Jordan,Amman,11,14.888472222222221
1415,Asia,Jordan,Amman,12,10.258872655965922
1416,Asia,Kuwait,Kuwait,1,13.439272125723738
1417,Asia,Kuwait,Kuwait,2,15.827026230474507
1418,Asia,Kuwait,Kuwait,3,20.48451888613179
1419,Asia,Kuwait,Kuwait,4,26.37023076923077
1420,Asia,Kuwait,Kuwait,5,33.19079634224795
1421,Asia,Kuwait,Kuwait,6,37.921851851851855
1422,Asia,Kuwait,Kuwait,7,39.39744688587605
1423,Asia,Kuwait,Kuwait,8,38.81188769414575
1424,Asia,Kuwait,Kuwait,9,34.98354012345679
1425,Asia,Kuwait,Kuwait,10,28.74523384853679
1426,Asia,Kuwait,Kuwait,11,20.355611111111113
1427,Asia,Kuwait,Kuwait,12,14.95181756791855
1428,Asia,Lebanon,Beirut,1,14.248773090708575
1429,Asia,Lebanon,Beirut,2,14.75660603764052
1430,Asia,Lebanon,Beirut,3,16.622597187758476
1431,Asia,Lebanon,Beirut,4,19.050575498575494
1432,Asia,Lebanon,Beirut,5,22.36276812792942
1433,Asia,Lebanon,Beirut,6,25.380219135802466
1434,Asia,Lebanon,Beirut,7,27.650358033348915
1435,Asia,Lebanon,Beirut,8,28.35832735961768
1436,Asia,Lebanon,Beirut,9,27.09839492753623
1437,Asia,Lebanon,Beirut,10,24.24033751493429
1438,Asia,Lebanon,Beirut,11,20.073734567901234
1439,Asia,Lebanon,Beirut,12,16.17538387616228
1440,Asia,Oman,Muscat,1,22.309151228403074
1441,Asia,Oman,Muscat,2,23.144303740014525
1442,Asia,Oman,Muscat,3,25.725322011940033
1443,Asia,Oman,Muscat,4,29.592290201493203
1444,Asia,Oman,Muscat,5,33.78323421064961
1445,Asia,Oman,Muscat,6,33.82111840320173
1446,Asia,Oman,Muscat,7,31.613663397534363
1447,Asia,Oman,Muscat,8,30.301454616172357
1448,Asia,Oman,Muscat,9,30.210779964407415
1449,Asia,Oman,Muscat,10,30.33702781291728
1450,Asia,Oman,Muscat,11,26.96230729328768
1451,Asia,Oman,Muscat,12,23.945825908021515
1452,Asia,Qatar,Doha,1,18.37021229666391
1453,Asia,Qatar,Doha,2,19.547885141678243
1454,Asia,Qatar,Doha,3,22.7320623104494
1455,Asia,Qatar,Doha,4,27.585783475783476
1456,Asia,Qatar,Doha,5,33.16678935759581
1457,Asia,Qatar,Doha,6,35.78350925925927
1458,Asia,Qatar,Doha,7,36.62035842293907
1459,Asia,Qatar,Doha,8,35.931618876941464
1460,Asia,Qatar,Doha,9,34.01463271604938
1461,Asia,Qatar,Doha,10,30.619531063321382
1462,Asia,Qatar,Doha,11,25.331327160493824
1463,Asia,Qatar,Doha,12,20.543342553633583
1464,Asia,Saudi Arabia,Dhahran,1,16.09757834757835
1465,Asia,Saudi Arabia,Dhahran,2,17.914030146099115
1466,Asia,Saudi Arabia,Dhahran,3,21.654372759856628
1467,Asia,Saudi Arabia,Dhahran,4,26.815535612535612
1468,Asia,Saudi Arabia,Dhahran,5,32.73081748001103
1469,Asia,Saudi Arabia,Dhahran,6,35.82162640901772
1470,Asia,Saudi Arabia,Dhahran,7,36.85770609318997
1471,Asia,Saudi Arabia,Dhahran,8,36.304026284348865
1472,Asia,Saudi Arabia,Dhahran,9,33.4480987654321
1473,Asia,Saudi Arabia,Dhahran,10,29.39409796893668
1474,Asia,Saudi Arabia,Dhahran,11,22.999583333333337
1475,Asia,Saudi Arabia,Dhahran,12,17.895508934600798
1476,Asia,Saudi Arabia,Riyadh,1,14.14565205403915
1477,Asia,Saudi Arabia,Riyadh,2,17.070975958906992
1478,Asia,Saudi Arabia,Riyadh,3,21.25622553074166
1479,Asia,Saudi Arabia,Riyadh,4,26.611148148148143
1480,Asia,Saudi Arabia,Riyadh,5,32.49549604815734
1481,Asia,Saudi Arabia,Riyadh,6,35.35816666666666
1482,Asia,Saudi Arabia,Riyadh,7,36.5278853046595
1483,Asia,Saudi Arabia,Riyadh,8,36.30354838709677
1484,Asia,Saudi Arabia,Riyadh,9,32.99012962962963
1485,Asia,Saudi Arabia,Riyadh,10,27.629677419354827
1486,Asia,Saudi Arabia,Riyadh,11,20.236095679012347
1487,Asia,Saudi Arabia,Riyadh,12,15.454718845774245
1488,Asia,Syria,Damascus,1,6.57190170940171
1489,Asia,Syria,Damascus,2,8.565375773651635
1490,Asia,Syria,Damascus,3,12.254472015439758
1491,Asia,Syria,Damascus,4,16.73252421652422
1492,Asia,Syria,Damascus,5,21.937115444552337
1493,Asia,Syria,Damascus,6,25.85435802469136
1494,Asia,Syria,Damascus,7,28.092538829151735
1495,Asia,Syria,Damascus,8,27.714578853046593
1496,Asia,Syria,Damascus,9,24.615679012345677
1497,Asia,Syria,Damascus,10,19.58031362007168
1498,Asia,Syria,Damascus,11,12.444579710144925
1499,Asia,Syria,Damascus,12,7.885148823437743
1500,Asia,Turkey,Ankara,1,-0.8453956437827406
1501,Asia,Turkey,Ankara,2,1.2621666456149216
1502,Asia,Turkey,Ankara,3,5.061472291149712
1503,Asia,Turkey,Ankara,4,9.805239316239318
1504,Asia,Turkey,Ankara,5,14.76911359250069
1505,Asia,Turkey,Ankara,6,18.8632962962963
1506,Asia,Turkey,Ankara,7,22.52587813620072
1507,Asia,Turkey,Ankara,8,22.67131421744325
1508,Asia,Turkey,Ankara,9,17.618632716049383
1509,Asia,Turkey,Ankara,10,11.675412186379928
1510,Asia,Turkey,Ankara,11,5.294904320987654
1511,Asia,Turkey,Ankara,12,1.0304521843021144
1512,Asia,Turkey,Istanbul,1,6.462395919492694
1513,Asia,Turkey,Istanbul,2,6.946644772851669
1514,Asia,Turkey,Istanbul,3,8.89784946236559
1515,Asia,Turkey,Istanbul,4,12.728415954415953
1516,Asia,Turkey,Istanbul,5,17.979678108629724
1517,Asia,Turkey,Istanbul,6,22.865046296296295
1518,Asia,Turkey,Istanbul,7,25.592831541218636
1519,Asia,Turkey,Istanbul,8,25.687252090800474
1520,Asia,Turkey,Istanbul,9,21.667546296296294
1521,Asia,Turkey,Istanbul,10,16.872114695340503
1522,Asia,Turkey,Istanbul,11,12.66537037037037
1523,Asia,Turkey,Istanbul,12,8.582142096514467
1524,Asia,United Arab Emirates,Abu Dhabi,1,19.25338020402537
1525,Asia,United Arab Emirates,Abu Dhabi,2,20.83193044503389
1526,Asia,United Arab Emirates,Abu Dhabi,3,23.649048800661706
1527,Asia,United Arab Emirates,Abu Dhabi,4,27.95514245014245
1528,Asia,United Arab Emirates,Abu Dhabi,5,32.05718798823638
1529,Asia,United Arab Emirates,Abu Dhabi,6,33.916469135802465
1530,Asia,United Arab Emirates,Abu Dhabi,7,35.80365591397849
1531,Asia,United Arab Emirates,Abu Dhabi,8,36.09788829151732
1532,Asia,United Arab Emirates,Abu Dhabi,9,33.49102469135802
1533,Asia,United Arab Emirates,Abu Dhabi,10,29.909964157706096
1534,Asia,United Arab Emirates,Abu Dhabi,11,25.311253086419757
1535,Asia,United Arab Emirates,Abu Dhabi,12,21.13996324866241
1536,Asia,United Arab Emirates,Dubai,1,20.08204025365316
1537,Asia,United Arab Emirates,Dubai,2,21.39280535556398
1538,Asia,United Arab Emirates,Dubai,3,23.88995312930797
1539,Asia,United Arab Emirates,Dubai,4,28.092997150997146
1540,Asia,United Arab Emirates,Dubai,5,32.168444306589464
1541,Asia,United Arab Emirates,Dubai,6,34.21805555555556
1542,Asia,United Arab Emirates,Dubai,7,36.053978494623664
1543,Asia,United Arab Emirates,Dubai,8,36.14301672640382
1544,Asia,United Arab Emirates,Dubai,9,33.76684567901235
1545,Asia,United Arab Emirates,Dubai,10,30.616774193548384
1546,Asia,United Arab Emirates,Dubai,11,26.03791358024692
1547,Asia,United Arab Emirates,Dubai,12,22.042767258843696
1548,North America,Canada,Calgary,1,-7.312672137332578
1549,North America,Canada,Calgary,2,-5.247791893526921
1550,North America,Canada,Calgary,3,-2.7001792114695333
1551,North America,Canada,Calgary,4,3.92437134502924
1552,North America,Canada,Calgary,5,9.573207885304658
1553,North America,Canada,Calgary,6,13.485836582196232
1554,North America,Canada,Calgary,7,17.034710431993965
1555,North America,Canada,Calgary,8,16.055220189062858
1556,North America,Canada,Calgary,9,11.693269439029674
1557,North America,Canada,Calgary,10,4.93671005470666
1558,North America,Canada,Calgary,11,-1.9716103530431015
1559,North America,Canada,Calgary,12,-6.7799471797774
1560,North America,Canada,Edmonton,1,-10.679919781532684
1561,North America,Canada,Edmonton,2,-7.467898193760264
1562,North America,Canada,Edmonton,3,-3.6621437105308074
1563,North America,Canada,Edmonton,4,4.715188898171355
1564,North America,Canada,Edmonton,5,11.401075268817205
1565,North America,Canada,Edmonton,6,15.630706627680315
1566,North America,Canada,Edmonton,7,18.313799283154122
1567,North America,Canada,Edmonton,8,17.100075457460857
1568,North America,Canada,Edmonton,9,12.264741715399614
1569,North America,Canada,Edmonton,10,5.155913978494624
1570,North America,Canada,Edmonton,11,-3.6118079922027286
1571,North America,Canada,Edmonton,12,-9.953654970760233
1572,North America,Canada,Halifax,1,-5.043600264101114
1573,North America,Canada,Halifax,2,-4.4770114942528725
1574,North America,Canada,Halifax,3,-0.8657706093189966
1575,North America,Canada,Halifax,4,4.205614035087719
1576,North America,Canada,Halifax,5,9.580286738351255
1577,North America,Canada,Halifax,6,14.637393329001519
1578,North America,Canada,Halifax,7,18.27494812299566
1579,North America,Canada,Halifax,8,18.514200674925068
1580,North America,Canada,Halifax,9,15.109318821745724
1581,North America,Canada,Halifax,10,9.215525372571213
1582,North America,Canada,Halifax,11,3.817679228936539
1583,North America,Canada,Halifax,12,-1.4232534741872602
1584,North America,Canada,Montreal,1,-8.601456093189965
1585,North America,Canada,Montreal,2,-6.909602490421455
1586,North America,Canada,Montreal,3,-1.334117383512545
1587,North America,Canada,Montreal,4,6.672569444444444
1588,North America,Canada,Montreal,5,13.905801971326163
1589,North America,Canada,Montreal,6,19.440694444444446
1590,North America,Canada,Montreal,7,21.5464829749104
